State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),U (ppb),Total Hardness,Total_Anions,Alkalinity,EC_Cl_Ratio,WQI,WQI_Level
Uttar Pradesh,Mahoba,Bharwara,79.5585,25.3663,2023,7.64,1024.0,0.0,390.0,50.0,0.88,83.0,32.0,72.0,34.0,83.0,0.0,9.3,320.0,555.0,390.0,20.07843137254902,84.39933902789906,Very Poor
Uttar Pradesh,Mahoba,Budhi,79.6067,25.3774,2023,7.94,897.0,0.0,378.0,28.0,1.41,24.0,74.0,76.0,29.0,60.0,0.0,13.58,310.0,504.0,378.0,30.93103448275862,131.07553936066105,Unsafe
Uttar Pradesh,Mahoba,-----Do-----,79.465,25.4266,2023,7.74,878.0,0.0,390.0,50.0,0.75,39.0,9.0,44.0,31.0,90.0,0.0,8.0,240.0,488.0,390.0,17.215686274509803,72.41330275229356,Poor
Uttar Pradesh,Mahoba,Khero Kalan,79.3765,25.3455,2023,8.04,738.0,0.0,390.0,21.0,1.04,7.0,13.0,36.0,38.0,54.0,1.0,7.73,250.0,431.0,390.0,33.54545454545455,98.7536579858678,Very Poor
Uttar Pradesh,Mahoba,Rivai,79.468,25.346,2023,7.61,1501.0,0.0,451.0,178.0,0.94,96.0,25.0,60.0,67.0,144.0,0.0,14.92,430.0,750.0,451.0,8.385474860335195,92.54793059912726,Very Poor
Uttar Pradesh,Mahoba,Shergarh,79.4776,25.4943,2023,7.59,635.0,0.0,305.0,28.0,0.27,15.0,8.0,84.0,7.0,33.0,0.0,0.0,240.0,356.0,305.0,21.896551724137932,29.751632426203635,Good
Uttar Pradesh,Mainpuri,Bara,79.2975,27.15,2023,7.89,3157.0,0.0,305.0,270.0,0.45,877.0,0.0,256.0,70.0,241.0,8.0,25.02,930.0,1452.0,305.0,11.649446494464945,59.286144201640816,Poor
Uttar Pradesh,Mainpuri,Naladurja,78.7313,27.2757,2023,8.66,858.0,0.0,293.0,107.0,0.57,39.0,8.0,24.0,56.0,72.0,9.0,4.42,295.0,447.0,293.0,7.944444444444445,65.42111894503198,Poor
Uttar Pradesh,Mainpuri,Padariya Chauraha,78.8802,27.3012,2023,8.37,694.0,0.0,378.0,21.0,1.15,16.0,0.0,36.0,31.0,73.0,4.0,16.69,220.0,415.0,378.0,31.545454545454547,108.74584191291413,Unsafe
Uttar Pradesh,Mainpuri,Block Office,79.1071,27.1697,2023,8.21,2265.0,0.0,903.0,185.0,1.35,119.0,52.0,40.0,72.0,381.0,8.0,57.0,400.0,1259.0,903.0,12.17741935483871,133.17436792596345,Unsafe
Uttar Pradesh,Mainpuri,Yadav Nagar Gunhiya,79.0211,27.0317,2023,8.34,556.0,0.0,287.0,21.0,0.44,13.0,0.0,52.0,28.0,19.0,5.0,12.34,245.0,321.0,287.0,25.272727272727273,49.65738095494776,Good
Uttar Pradesh,Mainpuri,Bamnipur,79.1686,27.033,2023,8.21,660.0,0.0,305.0,43.0,0.46,49.0,0.0,64.0,22.0,41.0,6.0,0.0,250.0,397.0,305.0,15.0,50.32239944371975,Poor
Uttar Pradesh,Mainpuri,Block Office,79.2656,27.0316,2023,8.56,3252.0,108.0,1366.0,170.0,1.81,132.0,25.0,20.0,14.0,772.0,2.0,57.0,110.0,1801.0,1474.0,19.017543859649123,168.1630746821812,Unsafe
Uttar Pradesh,Mainpuri,"Near Katra Saman Chauraha, Shiv",79.1982,27.0305,2023,8.4,1957.0,48.0,671.0,107.0,1.65,222.0,14.0,32.0,43.0,373.0,7.0,41.53,260.0,1062.0,719.0,18.12037037037037,154.04691069210418,Unsafe
Uttar Pradesh,Mainpuri,Nagariya,79.0239,27.1467,2023,8.25,841.0,0.0,403.0,43.0,1.19,47.0,0.0,36.0,41.0,77.0,5.0,35.32,260.0,493.0,403.0,19.113636363636363,112.46856423635442,Unsafe
Uttar Pradesh,Mainpuri,Nagla Ramsingh,78.8766,27.1511,2023,8.19,870.0,0.0,439.0,28.0,0.48,51.0,0.0,88.0,34.0,50.0,5.0,11.2,360.0,518.0,439.0,30.0,53.869211612889316,Poor
Uttar Pradesh,Mathura,Block H.Q,77.82,27.4114,2023,8.54,1728.0,36.0,549.0,156.0,4.8,151.0,49.0,20.0,48.0,305.0,11.0,25.0,250.0,941.0,585.0,11.006369426751592,415.8766379662471,Unsafe
Uttar Pradesh,Mathura,Block H.Q,77.5793,27.6208,2023,8.4,3675.0,24.0,281.0,936.0,4.4,150.0,110.0,84.0,122.0,505.0,1.0,12.0,720.0,1501.0,305.0,3.9220917822838848,394.68436438033575,Unsafe
Uttar Pradesh,Mathura,Ajnokh,77.4105,27.6734,2023,7.7,7471.0,0.0,415.0,1553.0,0.1,900.0,8.0,196.0,320.0,860.0,29.0,11.97,1810.0,2876.0,415.0,4.807593307593308,58.02793553425785,Poor
State,District,Location,Longitude,Latitude,Year,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.7374434759813882,79.2510649452782,32.769971819909564,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,8.225245609436437,338.48004456386394,649.2463464185072,349.9640867684645,6.8951817781178395,73.98911911212811,Poor
Uttar Pradesh,Mathura,Baroli,77.5793,27.6745,2023,8.38,1710.0,12.0,378.0,177.0,1.85,230.0,0.0,36.0,44.0,265.0,2.0,21.82,270.0,797.0,390.0,9.606741573033707,169.21322513179314,Unsafe
Uttar Pradesh,Mathura,Block H.Q,77.5008,27.7262,2023,8.33,7482.0,30.0,695.0,1106.0,3.5,1523.0,54.0,76.0,442.0,900.0,16.0,100.0,2030.0,3408.0,725.0,6.7588075880758804,355.612270507444,Unsafe
Uttar Pradesh,Mathura,Jatwari,77.5739,27.5739,2023,8.45,4356.0,24.0,537.0,596.0,3.7,800.0,17.0,44.0,104.0,780.0,6.0,25.8,540.0,1974.0,561.0,7.296482412060302,333.0939043351289,Unsafe
Uttar Pradesh,Mathura,Karahari,77.5615,27.7604,2023,8.44,1772.0,36.0,390.0,184.0,3.1,165.0,19.0,36.0,56.0,245.0,4.0,22.68,320.0,794.0,426.0,9.578378378378378,274.5467564093811,Unsafe
Uttar Pradesh,Mathura,Umaraya,77.4742,27.6654,2023,8.47,9220.0,48.0,390.0,2198.0,2.4,880.0,0.0,104.0,473.0,1140.0,8.0,15.1,2210.0,3516.0,438.0,4.1928149158708505,267.7765197986179,Unsafe
Uttar Pradesh,Mathura,Panigaon Khader,77.7583,27.5952,2023,8.2,484.0,0.0,220.0,7.0,1.6,37.0,0.0,24.0,22.0,43.0,2.0,11.66,150.0,264.0,220.0,60.5,143.18146702745827,Unsafe
Uttar Pradesh,Mathura,Block H.Q,77.7161,27.6307,2023,7.98,2977.0,0.0,561.0,355.0,0.63,431.0,15.0,60.0,72.0,459.0,34.0,26.0,450.0,1362.0,561.0,8.362359550561798,71.75455876698398,Poor
Uttar Pradesh,Mathura,Block H.Q,77.3848,27.7165,2023,7.48,34180.0,0.0,2428.0,5672.0,2.1,5981.0,21.0,524.0,742.0,4240.0,2895.0,0.0,4400.0,14102.0,2428.0,6.025030847875904,306.7384877298519,Unsafe
Uttar Pradesh,Mathura,Kamai,77.4336,27.6324,2023,8.49,3583.0,36.0,451.0,539.0,2.05,530.0,0.0,36.0,90.0,590.0,35.0,21.13,460.0,1556.0,487.0,6.635185185185185,193.56075582962296,Unsafe
Uttar Pradesh,Mathura,Puthari,77.3194,27.7575,2023,8.52,2229.0,36.0,317.0,277.0,2.65,335.0,8.0,44.0,73.0,320.0,5.0,20.32,410.0,973.0,353.0,8.017985611510792,239.9926898977158,Unsafe
Uttar Pradesh,Mathura,Block H.Q,77.6495,27.8458,2023,8.01,5541.0,0.0,378.0,886.0,0.28,571.0,19.0,120.0,178.0,545.0,5.0,32.0,1040.0,1854.0,378.0,6.246899661781285,56.69106262225529,Poor
Uttar Pradesh,Mathura,Nankpur Khader,77.5796,27.8945,2023,8.12,6621.0,0.0,512.0,794.0,0.92,1200.0,730.0,124.0,282.0,620.0,500.0,27.36,1470.0,3236.0,512.0,8.328301886792453,151.5792373546263,Unsafe
Uttar Pradesh,Mathura,Surir,77.7207,27.7687,2023,8.2,4805.0,0.0,317.0,610.0,0.78,1200.0,22.0,96.0,170.0,700.0,22.0,25.67,940.0,2149.0,317.0,7.8641571194762685,98.87066873415098,Very Poor
Uttar Pradesh,Mathura,Block H.Q,77.7848,27.5495,2023,8.25,4677.0,0.0,647.0,1028.0,2.1,394.0,22.0,52.0,103.0,825.0,7.0,20.0,560.0,2091.0,647.0,4.545189504373178,200.2743346857029,Unsafe
Uttar Pradesh,Mathura,Gaiyara,77.7989,27.589,2023,7.96,4581.0,0.0,464.0,858.0,0.38,500.0,26.0,120.0,116.0,700.0,6.0,8.3,780.0,1848.0,464.0,5.3329452852153665,58.679319766515626,Poor
Uttar Pradesh,Mathura,Lohaban,77.7265,27.4977,2023,8.44,1050.0,24.0,293.0,71.0,0.94,72.0,17.0,40.0,44.0,100.0,3.0,11.48,280.0,477.0,317.0,14.583333333333334,94.1248166994278,Very Poor
Uttar Pradesh,Mathura,Nagla Karan,77.8282,27.5325,2023,8.05,7425.0,0.0,390.0,1354.0,0.83,1300.0,70.0,164.0,337.0,920.0,19.0,17.39,1800.0,3114.0,390.0,5.479704797047971,124.70845464531146,Unsafe
Uttar Pradesh,Mathura,Thok Bindavani,77.9041,27.5697,2023,8.56,1732.0,36.0,561.0,85.0,2.4,175.0,24.0,40.0,68.0,224.0,5.0,76.0,380.0,881.0,597.0,20.13953488372093,219.26438261157045,Unsafe
Uttar Pradesh,Maunath,Hanumanganj,83.4254,26.1414,2023,8.01,444.0,0.0,256.0,7.0,0.34,0.0,0.0,52.0,17.0,9.0,1.0,0.0,200.0,263.0,256.0,55.5,38.00811188132688,Good
Uttar Pradesh,Maunath,Mau Kuber,83.707,25.9653,2023,7.81,841.0,0.0,464.0,14.0,0.38,8.0,6.0,48.0,41.0,56.0,4.0,15.83,290.0,492.0,464.0,56.06666666666667,43.266285391893696,Good
Uttar Pradesh,Maunath Bhanjan,Block Office,83.5111,26.1806,2023,7.77,1027.0,0.0,512.0,50.0,0.66,11.0,6.0,52.0,74.0,32.0,3.0,14.0,440.0,579.0,512.0,20.137254901960784,69.65606158611743,Poor
Uttar Pradesh,Maunath Bhanjan,Block Office,83.5094,26.2678,2023,7.86,622.0,0.0,342.0,14.0,0.42,9.0,0.0,40.0,41.0,17.0,4.0,0.0,270.0,365.0,342.0,41.46666666666667,46.08355307840748,Good
Uttar Pradesh,Meerut,In Block Office,77.7142,29.1206,2023,7.82,973.0,0.0,415.0,71.0,0.72,64.0,13.0,100.0,27.0,77.0,8.0,5.0,360.0,563.0,415.0,13.51388888888889,71.45678921841666,Poor
Uttar Pradesh,Meerut,In Kodhi Ashram,77.6981,29.0591,2023,8.0,666.0,0.0,366.0,14.0,0.45,10.0,5.0,40.0,27.0,56.0,7.0,3.08,210.0,395.0,366.0,44.4,48.40678089337842,Good
Uttar Pradesh,Meerut,In Block Office,77.9964,29.1569,2023,7.76,875.0,0.0,342.0,71.0,0.41,47.0,65.0,64.0,39.0,62.0,9.0,22.0,320.0,525.0,342.0,12.152777777777779,47.86074349179654,Good
Uttar Pradesh,Meerut,,77.9657,29.0563,2023,7.93,504.0,0.0,256.0,14.0,0.0,24.0,9.0,60.0,18.0,11.0,4.0,0.0,225.0,303.0,256.0,33.6,10.159887450274365,Excellent
Uttar Pradesh,Meerut,In Block Office,77.5608,28.9639,2023,7.93,528.0,0.0,268.0,7.0,1.0,32.0,13.0,54.0,23.0,14.0,5.0,15.0,230.0,320.0,268.0,66.0,93.22119375059144,Very Poor
Uttar Pradesh,Meerut,In Block Office,77.7439,28.84,2023,7.99,1552.0,0.0,598.0,163.0,1.6,48.0,67.0,78.0,91.0,128.0,8.0,18.0,570.0,876.0,598.0,9.463414634146341,154.06778329985352,Unsafe
Uttar Pradesh,Meerut,In Block Office,77.8914,28.8925,2023,8.05,729.0,0.0,439.0,7.0,0.51,11.0,7.0,57.0,30.0,59.0,7.0,14.0,265.0,464.0,439.0,91.125,54.56781707914536,Poor
Uttar Pradesh,Meerut,In Block Office,77.8553,29.0958,2023,8.04,595.0,0.0,342.0,7.0,0.68,28.0,10.0,61.0,31.0,12.0,9.0,9.0,280.0,387.0,342.0,74.375,68.52067268704683,Poor
Uttar Pradesh,Meerut,Satish House,77.8223,29.1866,2023,7.74,425.0,0.0,232.0,7.0,0.28,24.0,0.0,42.0,19.0,16.0,5.0,7.91,185.0,263.0,232.0,53.125,31.327235632121955,Good
Uttar Pradesh,Meerut,In Block Office,77.6881,28.9692,2023,7.98,805.0,0.0,403.0,35.0,0.37,38.0,11.0,71.0,35.0,53.0,7.0,28.0,320.0,487.0,403.0,22.36111111111111,43.53981883758509,Good
Uttar Pradesh,Meerut,,77.6862,28.9081,2023,8.22,895.0,0.0,500.0,21.0,0.19,30.0,15.0,32.0,22.0,145.0,8.0,0.0,170.0,566.0,500.0,40.68181818181818,28.72228373167743,Good
Uttar Pradesh,Meerut,Awasiya Gate,77.7408,28.9649,2023,7.77,627.0,0.0,268.0,50.0,0.31,32.0,17.0,36.0,21.0,66.0,5.0,5.4,175.0,367.0,268.0,12.294117647058824,35.07966528554881,Good
Uttar Pradesh,Meerut,Choudary Niwash,77.6684,28.9939,2023,7.69,785.0,0.0,390.0,50.0,0.13,27.0,0.0,38.0,34.0,88.0,6.0,0.0,235.0,467.0,390.0,15.392156862745098,20.70792052523205,Excellent
Uttar Pradesh,Meerut,Din Dayal House,77.652,28.9038,2023,7.83,1210.0,0.0,561.0,64.0,0.38,43.0,19.0,60.0,44.0,122.0,9.0,29.22,330.0,687.0,561.0,18.615384615384617,45.054359984236335,Good
Uttar Pradesh,Meerut,Dinesh House,77.7407,28.9506,2023,7.95,677.0,0.0,281.0,57.0,0.14,34.0,0.0,46.0,26.0,49.0,6.0,7.05,220.0,372.0,281.0,11.672413793103448,22.250595629534605,Excellent
Uttar Pradesh,Meerut,In Side Balajee Temple,77.6572,28.9433,2023,7.78,1375.0,0.0,659.0,78.0,1.5,45.0,24.0,40.0,39.0,220.0,7.0,0.0,260.0,806.0,659.0,17.40506329113924,136.88837597070548,Unsafe
Uttar Pradesh,Meerut,Khadoli Chock,77.6544,28.9851,2023,8.15,540.0,0.0,293.0,14.0,0.62,27.0,0.0,48.0,24.0,30.0,6.0,5.2,220.0,334.0,293.0,36.0,62.84597828782113,Poor
Uttar Pradesh,Meerut,Lalsana Chouraha,77.7255,29.0473,2023,7.71,726.0,0.0,244.0,35.0,0.21,75.0,85.0,46.0,45.0,43.0,6.0,9.97,300.0,439.0,244.0,20.166666666666668,31.822014156158552,Good
Uttar Pradesh,Meerut,Mangalpuri,77.674,29.0222,2023,7.61,687.0,0.0,378.0,21.0,0.0,33.0,0.0,42.0,29.0,67.0,7.0,35.55,225.0,432.0,378.0,31.227272727272727,8.922706691533978,Excellent
Uttar Pradesh,Meerut,Meerut Cant,77.7206,29.0035,2023,8.04,845.0,0.0,451.0,28.0,0.3,32.0,18.0,52.0,41.0,73.0,6.0,5.81,300.0,529.0,451.0,29.137931034482758,38.801778803135,Good
Uttar Pradesh,Meerut,Meerut Cant,77.6973,29.0056,2023,7.95,1017.0,0.0,464.0,43.0,0.89,48.0,28.0,68.0,41.0,85.0,8.0,11.55,340.0,583.0,464.0,23.113636363636363,87.76336989163077,Very Poor
Uttar Pradesh,Meerut,Near Anand Bhawan Inside Shashtri,77.7269,28.9479,2023,8.12,1143.0,0.0,427.0,113.0,0.45,60.0,16.0,84.0,29.0,105.0,7.0,0.0,330.0,616.0,427.0,10.026315789473685,51.32465792477759,Poor
Uttar Pradesh,Meerut,Near Azi Hanif In House,77.726,28.9279,2023,7.76,2076.0,0.0,317.0,291.0,0.17,152.0,140.0,84.0,50.0,245.0,7.0,0.0,415.0,900.0,317.0,7.109589041095891,33.847865316453266,Good
Uttar Pradesh,Meerut,Near Mazar,77.6715,29.0488,2023,7.52,763.0,0.0,390.0,35.0,0.2,41.0,0.0,42.0,22.0,101.0,6.0,17.98,195.0,466.0,390.0,21.194444444444443,24.286490259705257,Excellent
Uttar Pradesh,Meerut,Near Satbir House,77.6372,28.9709,2023,8.09,595.0,0.0,317.0,21.0,0.59,24.0,6.0,44.0,22.0,56.0,5.0,11.02,200.0,368.0,317.0,27.045454545454547,60.06921502675391,Poor
Uttar Pradesh,Meerut,Near Shish Mahal,77.6984,28.9421,2023,7.75,487.0,0.0,244.0,28.0,0.47,0.0,12.0,56.0,6.0,37.0,15.0,0.0,165.0,284.0,244.0,16.79310344827586,46.58976739004662,Good
Uttar Pradesh,Meerut,Near Swach Community Toilet,77.6991,28.9866,2023,7.88,637.0,0.0,329.0,28.0,0.3,28.0,5.0,50.0,28.0,47.0,6.0,16.64,240.0,390.0,329.0,21.96551724137931,35.51109098727767,Good
Uttar Pradesh,Meerut,New Meenakshi,77.7369,29.0178,2023,7.74,762.0,0.0,232.0,21.0,0.2,154.0,50.0,60.0,36.0,45.0,6.0,4.31,300.0,457.0,232.0,34.63636363636363,29.28212075258346,Good
Uttar Pradesh,Meerut,On Road Side,77.7216,28.9621,2023,7.84,925.0,0.0,415.0,43.0,0.76,55.0,39.0,84.0,19.0,98.0,6.0,14.23,290.0,552.0,415.0,21.022727272727273,74.80389000887605,Poor
Uttar Pradesh,Meerut,On Rosd Side,77.6505,28.9177,2023,7.92,1023.0,0.0,293.0,170.0,0.7,21.0,14.0,40.0,44.0,103.0,8.0,29.22,280.0,498.0,293.0,5.982456140350878,70.86861586356997,Poor
Uttar Pradesh,Meerut,On Sevice Road Side,77.6989,29.045,2023,7.82,696.0,0.0,378.0,7.0,0.21,0.0,19.0,42.0,28.0,58.0,5.0,13.18,220.0,404.0,378.0,87.0,28.169904567511274,Good
Uttar Pradesh,Meerut,Out Side The Boundary Wall Of,77.6606,28.9633,2023,8.05,1050.0,0.0,525.0,35.0,0.93,48.0,14.0,60.0,32.0,125.0,7.0,0.0,280.0,622.0,525.0,29.166666666666668,90.28175582842518,Very Poor
Uttar Pradesh,Meerut,Rohta Fatak,77.6758,28.9824,2023,7.64,1015.0,0.0,366.0,85.0,0.27,44.0,34.0,46.0,36.0,106.0,8.0,9.89,265.0,529.0,366.0,11.80232558139535,33.82241824992124,Good
Uttar Pradesh,Meerut,Shatabdi Nagar,77.6715,28.9404,2023,7.61,1217.0,0.0,464.0,106.0,0.29,19.0,110.0,32.0,51.0,167.0,9.0,13.54,290.0,699.0,464.0,11.373831775700934,39.96447951741131,Good
Uttar Pradesh,Meerut,Shiv Nageswar Temple,77.7159,29.0729,2023,7.78,538.0,0.0,293.0,7.0,0.22,33.0,0.0,36.0,23.0,48.0,6.0,9.4,185.0,333.0,293.0,67.25,27.163815371015207,Good
Uttar Pradesh,Meerut,Shobhapur,77.6486,29.0038,2023,8.14,443.0,0.0,244.0,7.0,0.66,25.0,0.0,48.0,22.0,8.0,7.0,14.63,210.0,276.0,244.0,55.375,65.68453034206924,Poor
Uttar Pradesh,Meerut,Sofipur,77.7138,29.0284,2023,7.72,720.0,0.0,281.0,64.0,0.17,42.0,22.0,80.0,7.0,73.0,6.0,42.1,230.0,409.0,281.0,11.076923076923077,23.00045506216228,Excellent
Uttar Pradesh,Meerut,Zila Niwachan Office Gate,77.7165,28.9904,2023,7.88,731.0,0.0,305.0,43.0,0.46,42.0,23.0,42.0,33.0,64.0,7.0,10.49,240.0,413.0,305.0,16.613636363636363,49.84577710937902,Good
Uttar Pradesh,Meerut,,77.7534,29.0039,2023,7.71,777.0,0.0,317.0,64.0,0.32,38.0,28.0,56.0,34.0,65.0,6.0,7.37,280.0,447.0,317.0,11.953846153846154,37.844549615431156,Good
Uttar Pradesh,Meerut,In Block Office,77.9211,28.9786,2023,7.55,505.0,0.0,281.0,7.0,0.42,33.0,0.0,60.0,22.0,15.0,6.0,7.0,240.0,321.0,281.0,63.125,42.440421414633626,Good
Uttar Pradesh,Meerut,In Block Office,77.8042,29.0503,2023,7.74,728.0,0.0,390.0,28.0,1.1,32.0,0.0,57.0,26.0,68.0,5.0,4.0,250.0,450.0,390.0,25.103448275862068,100.52662275358728,Unsafe
Uttar Pradesh,Meerut,In Block Office,77.5425,29.0372,2023,7.64,965.0,0.0,586.0,14.0,0.71,19.0,7.0,36.0,44.0,117.0,8.0,68.0,270.0,626.0,586.0,64.33333333333333,69.92170079932346,Poor
Uttar Pradesh,Meerut,In Block Office,77.8553,29.0958,2023,7.86,1435.0,0.0,427.0,156.0,0.9,59.0,114.0,78.0,76.0,99.0,26.0,39.0,508.0,756.0,427.0,9.140127388535031,95.47093345838859,Very Poor
Uttar Pradesh,Meerut,In Block Office,77.5425,29.1419,2023,7.64,725.0,0.0,427.0,7.0,0.71,16.0,30.0,36.0,56.0,27.0,7.0,18.0,320.0,480.0,427.0,90.625,71.45314884090313,Poor
Uttar Pradesh,Mirzapur,Akorhi,82.4551,25.1713,2023,8.04,964.0,0.0,390.0,78.0,0.5,40.0,45.0,24.0,53.0,68.0,3.0,3.99,360.0,553.0,390.0,12.20253164556962,57.19421403852997,Poor
Uttar Pradesh,Mirzapur,Ragayipur,82.3498,25.1645,2023,8.1,688.0,0.0,415.0,14.0,0.7,8.0,0.0,36.0,48.0,37.0,4.0,11.11,290.0,437.0,415.0,45.86666666666667,71.5635560969825,Poor
Uttar Pradesh,Mirzapur,Chhanbey (Gaigpura),82.3939,25.1272,2023,7.97,1586.0,0.0,647.0,92.0,0.9,61.0,57.0,28.0,50.0,226.0,0.0,10.0,280.0,857.0,647.0,17.053763440860216,90.96026513150566,Very Poor
Uttar Pradesh,Mirzapur,Halia,82.335,24.8206,2023,7.74,566.0,0.0,195.0,50.0,0.84,25.0,32.0,68.0,17.0,18.0,2.0,0.0,240.0,302.0,195.0,11.098039215686274,79.15917580923565,Very Poor
Uttar Pradesh,Mirzapur,Baskop,82.1389,24.8226,2023,7.82,615.0,0.0,360.0,14.0,0.36,0.0,13.0,28.0,11.0,99.0,2.0,37.6,115.0,387.0,360.0,41.0,38.34669639723489,Good
Uttar Pradesh,Mirzapur,Dewari,82.3354,24.6515,2023,8.0,428.0,0.0,183.0,28.0,0.52,28.0,0.0,36.0,14.0,27.0,2.0,0.0,160.0,239.0,183.0,14.758620689655173,52.16314858935522,Poor
Uttar Pradesh,Mirzapur,Songarha,82.2706,24.7287,2023,8.16,1310.0,0.0,512.0,170.0,0.81,0.0,0.0,8.0,17.0,260.0,9.0,0.0,90.0,682.0,512.0,7.6608187134502925,78.4142940307679,Very Poor
Uttar Pradesh,Mirzapur,Block Office,83.0875,25.1583,2023,7.8,712.0,0.0,317.0,50.0,0.92,19.0,6.0,68.0,26.0,34.0,2.0,4.0,280.0,392.0,317.0,13.96078431372549,86.31363389716002,Very Poor
Uttar Pradesh,Mirzapur,Jamalpur,83.0875,25.1583,2023,7.8,712.0,0.0,317.0,50.0,0.92,19.0,6.0,68.0,26.0,34.0,2.0,4.0,280.0,392.0,317.0,13.96078431372549,86.31363389716002,Very Poor
Uttar Pradesh,Mirzapur,Patti Kalan,83.0245,25.0027,2023,7.9,783.0,0.0,293.0,78.0,0.16,52.0,20.0,44.0,36.0,74.0,2.0,0.0,260.0,443.0,293.0,9.91139240506329,25.536727493348955,Good
Uttar Pradesh,Mirzapur,Kantit,82.5078,25.1545,2023,7.74,839.0,0.0,378.0,71.0,0.5,10.0,28.0,52.0,38.0,68.0,2.0,4.59,290.0,487.0,378.0,11.652777777777779,53.31594861714527,Poor
Uttar Pradesh,Mirzapur,Kon (Chilh),82.5511,25.1706,2023,7.8,767.0,0.0,451.0,7.0,0.72,0.0,0.0,88.0,14.0,46.0,3.0,0.0,280.0,458.0,451.0,95.875,68.991777078235,Poor
Uttar Pradesh,Mirzapur,Bami,82.4538,25.0535,2023,7.69,597.0,0.0,329.0,21.0,0.7,10.0,19.0,68.0,10.0,54.0,0.0,4.28,210.0,379.0,329.0,27.136363636363637,66.34849586323462,Poor
Uttar Pradesh,Mirzapur,Boda Khurd,82.4584,24.8993,2023,7.7,250.0,0.0,116.0,7.0,0.25,7.0,12.0,40.0,7.0,12.0,2.0,0.0,90.0,142.0,116.0,31.25,27.41805521117448,Good
Uttar Pradesh,Mirzapur,Satpedi,82.2972,25.0049,2023,7.74,680.0,0.0,378.0,28.0,0.48,0.0,0.0,28.0,19.0,94.0,0.0,4.38,150.0,406.0,378.0,23.448275862068964,48.068356709322,Good
Uttar Pradesh,Mirzapur,Hardi Bowthi,82.575,24.9987,2023,7.85,316.0,0.0,159.0,28.0,0.24,0.0,0.0,24.0,12.0,26.0,7.0,0.0,110.0,187.0,159.0,10.89655172413793,27.49227083086277,Good
Uttar Pradesh,Mirzapur,Jamui,82.7029,24.8854,2023,8.06,426.0,0.0,232.0,21.0,0.2,6.0,6.0,28.0,24.0,28.0,0.0,0.0,170.0,265.0,232.0,19.363636363636363,27.272153286114197,Good
Uttar Pradesh,Mirzapur,Nagar Mirzapur,82.5561,25.12,2023,7.87,754.0,0.0,415.0,14.0,1.3,9.0,0.0,40.0,36.0,55.0,1.0,7.0,250.0,438.0,415.0,50.266666666666666,118.49639657607348,Unsafe
State,District,Location,Longitude,Latitude,Year,7.687006816096474,1298.0953535618323,5.5846385739563535,344.37944819450814,187.26122288485485,0.7374434759813882,79.2510649452782,32.769971819909564,65.49787010944361,42.56897568648011,138.05393538239727,14.330340171724455,8.225245609436437,338.48004456386394,649.2463464185072,349.9640867684645,6.8951817781178395,73.98911911212811,Poor
Uttar Pradesh,Mirzapur,Chunar,83.0208,25.2,2023,7.74,1349.0,0.0,451.0,156.0,0.56,56.0,16.0,60.0,60.0,117.0,5.0,13.0,400.0,679.0,451.0,8.59235668789809,60.76238687830232,Poor
Uttar Pradesh,Mirzapur,Barji Mukundpur,82.6386,25.0735,2023,7.75,1102.0,0.0,415.0,135.0,0.9,24.0,21.0,36.0,19.0,186.0,0.0,3.53,170.0,595.0,415.0,8.102941176470589,84.38083941540265,Very Poor
Uttar Pradesh,Mirzapur,Lahaura,82.7549,25.0151,2023,8.03,666.0,0.0,317.0,43.0,0.9,27.0,8.0,48.0,17.0,74.0,3.0,0.0,190.0,395.0,317.0,15.136363636363637,85.0044202958443,Very Poor
Uttar Pradesh,Mirzapur,Pahari,82.7397,25.0847,2023,7.75,1330.0,0.0,512.0,106.0,0.86,33.0,51.0,52.0,38.0,166.0,0.0,6.0,290.0,702.0,512.0,12.429906542056075,84.7411067030333,Very Poor
Uttar Pradesh,Mirzapur,Pahari,82.7395,25.0846,2023,7.76,1278.0,0.0,537.0,99.0,0.0,32.0,108.0,24.0,43.0,213.0,1.0,5.35,240.0,776.0,537.0,12.78,16.266043187183993,Excellent
Uttar Pradesh,Mirzapur,Pateha Kala,82.6119,25.0115,2023,7.65,392.0,0.0,122.0,43.0,0.22,21.0,17.0,48.0,0.0,33.0,2.0,0.0,120.0,203.0,122.0,8.909090909090908,24.540698177235875,Excellent
Uttar Pradesh,Mirzapur,Block Office,82.8369,24.8761,2023,7.72,349.0,0.0,122.0,35.0,0.78,14.0,14.0,32.0,12.0,19.0,2.0,0.0,130.0,185.0,122.0,9.694444444444445,71.87311785259531,Poor
Uttar Pradesh,Mirzapur,Block Office,82.8369,24.8761,2023,7.72,349.0,0.0,122.0,35.0,0.78,14.0,14.0,32.0,12.0,19.0,2.0,0.0,130.0,185.0,122.0,9.694444444444445,71.87311785259531,Poor
